Zone Type,Occupancy,Temperature,Humidity,Weekend,Day/Night,HVAC Status,Fan Status,Lighting Status,Energy Consumption
Meeting Hall,68,23.03,74.78,Yes,Night,ON,ON,OFF,58.87
Meeting Hall,71,30.68,60.42,No,Night,ON,OFF,OFF,57.96
Office,1,27.46,74.98,No,Day,ON,ON,ON,59.25
Corridor,53,27.79,55.38,Yes,Day,ON,OFF,OFF,42.91
Office,41,20.92,31.95,No,Night,ON,ON,OFF,41.32
Meeting Hall,34,29.56,31.56,No,Day,OFF,OFF,ON,46.11
Meeting Hall,60,23.0,45.38,No,Day,ON,OFF,OFF,50.28
Corridor,59,24.05,72.37,No,Day,OFF,ON,ON,53.84
Office,97,33.41,43.32,No,Day,ON,ON,ON,70.05
Floor,93,21.05,54.22,No,Day,ON,ON,ON,82.0
Floor,48,33.07,40.08,No,Day,ON,OFF,ON,69.75
Meeting Hall,22,26.51,67.5,No,Day,OFF,ON,ON,56.35
Corridor,67,21.03,63.49,No,Night,ON,OFF,ON,47.14
Office,34,31.8,75.12,No,Day,OFF,OFF,ON,48.24
Office,13,29.09,47.75,Yes,Night,ON,ON,ON,42.98
Meeting Hall,21,23.9,79.24,Yes,Day,ON,OFF,OFF,51.11
Meeting Hall,29,23.11,73.88,No,Day,OFF,OFF,ON,53.37
Office,2,25.16,52.42,No,Day,ON,OFF,ON,45.08
Office,74,20.32,73.01,No,Day,ON,ON,ON,65.97
Meeting Hall,9,31.76,51.24,Yes,Day,ON,OFF,ON,52.94
Office,66,22.74,69.38,No,Day,ON,ON,ON,65.92
Floor,40,32.06,48.0,No,Night,ON,OFF,ON,62.66
Meeting Hall,47,30.43,42.77,No,Night,ON,ON,ON,62.15
Office,49,34.01,66.88,Yes,Day,OFF,OFF,OFF,40.28
Meeting Hall,68,19.69,78.23,No,Day,OFF,OFF,ON,58.04
Corridor,57,23.94,66.32,Yes,Day,ON,ON,ON,51.88
Meeting Hall,14,28.61,78.82,No,Day,ON,ON,ON,61.88
Meeting Hall,47,32.6,76.03,No,Day,ON,ON,ON,72.65
Corridor,5,20.65,51.31,Yes,Night,OFF,ON,ON,26.44
Floor,3,32.64,55.25,No,Day,ON,OFF,ON,63.58
Office,22,19.14,39.52,No,Night,ON,OFF,ON,41.87
Corridor,44,26.06,51.96,No,Day,ON,ON,OFF,59.07
Meeting Hall,64,19.44,68.36,No,Night,ON,ON,OFF,54.93
Office,55,20.55,56.12,No,Day,OFF,OFF,ON,40.17
Corridor,97,31.17,78.67,No,Night,ON,ON,ON,64.27
Office,62,18.32,35.75,No,Night,OFF,OFF,OFF,33.52
Office,14,27.44,55.39,No,Day,ON,ON,OFF,47.34
Corridor,3,19.67,56.61,Yes,Day,ON,OFF,OFF,32.51
Office,90,31.79,37.44,Yes,Night,ON,ON,ON,58.05
Floor,76,31.74,69.85,Yes,Night,ON,ON,OFF,70.12
Corridor,31,29.95,70.91,No,Day,ON,ON,OFF,52.03
Floor,8,30.85,74.87,Yes,Day,ON,OFF,ON,64.2
Meeting Hall,100,28.04,76.85,No,Day,ON,ON,OFF,76.03
Office,88,26.25,67.37,No,Day,OFF,OFF,OFF,49.03
Meeting Hall,56,24.97,72.09,No,Day,ON,ON,ON,69.58
Meeting Hall,66,29.24,33.65,No,Day,ON,ON,OFF,68.29
Office,38,24.51,49.19,No,Day,OFF,ON,OFF,43.08
Corridor,39,18.05,44.25,Yes,Night,ON,ON,OFF,33.92
Office,15,19.71,69.69,No,Night,OFF,ON,OFF,26.87
Meeting Hall,80,29.08,45.43,No,Day,OFF,ON,ON,59.64
Meeting Hall,90,24.2,55.05,No,Night,ON,OFF,ON,64.56
Corridor,9,34.82,51.19,Yes,Day,ON,OFF,ON,45.17
Office,52,24.02,67.93,No,Day,OFF,OFF,OFF,41.97
Meeting Hall,64,19.84,58.84,No,Night,OFF,ON,ON,47.63
Floor,49,23.58,49.73,No,Day,ON,ON,ON,77.59
Meeting Hall,28,29.68,36.55,Yes,Day,ON,ON,ON,63.7
Meeting Hall,17,26.98,38.16,No,Day,ON,ON,ON,63.02
Corridor,51,28.38,66.08,No,Day,OFF,ON,ON,50.54
Floor,31,19.89,31.68,No,Night,ON,ON,OFF,52.44
Meeting Hall,100,32.06,51.93,No,Night,OFF,ON,ON,70.34
Meeting Hall,32,33.34,66.5,No,Night,OFF,ON,OFF,48.25
Floor,85,20.47,48.24,No,Night,OFF,ON,OFF,56.59
Office,10,28.64,62.53,No,Night,OFF,ON,ON,33.75
Office,100,21.91,68.45,No,Night,ON,ON,ON,62.14
Meeting Hall,28,21.1,74.0,Yes,Day,ON,OFF,OFF,47.45
Meeting Hall,19,21.48,41.22,No,Night,ON,ON,ON,53.57
Office,21,26.86,65.21,No,Day,ON,ON,ON,55.37
Corridor,95,33.06,57.94,Yes,Night,ON,ON,ON,53.0
Floor,71,31.92,52.95,No,Day,OFF,ON,OFF,63.91
Floor,85,20.44,50.93,Yes,Night,ON,OFF,ON,67.71
Corridor,14,26.67,73.64,No,Night,OFF,ON,OFF,26.21
Corridor,34,20.57,38.96,No,Night,ON,ON,ON,40.96
Corridor,79,25.45,68.92,Yes,Night,ON,OFF,ON,50.91
Corridor,92,27.56,33.83,No,Day,ON,ON,ON,66.31
Corridor,33,31.8,57.39,Yes,Day,OFF,OFF,ON,35.95
Corridor,19,32.64,38.0,No,Day,OFF,OFF,ON,43.0
Floor,76,18.47,52.98,No,Day,ON,ON,ON,74.27
Corridor,55,29.72,54.12,No,Day,ON,ON,ON,61.67
Office,50,24.97,66.6,Yes,Day,OFF,OFF,OFF,39.67
Corridor,76,26.41,40.45,Yes,Day,ON,OFF,OFF,47.89
Corridor,94,21.77,44.75,No,Night,ON,OFF,ON,54.02
Floor,84,18.58,55.05,No,Night,ON,ON,ON,67.08
Floor,49,32.2,67.82,Yes,Day,ON,ON,ON,77.83
Corridor,29,21.92,57.22,Yes,Day,ON,OFF,ON,43.35
Floor,24,32.97,69.7,Yes,Day,ON,ON,ON,74.52
Meeting Hall,93,19.18,62.73,No,Day,ON,ON,ON,69.0
Floor,73,24.94,75.96,No,Day,ON,OFF,ON,73.46
Floor,70,30.62,63.44,Yes,Day,ON,ON,ON,79.02
Floor,97,22.36,47.32,No,Day,ON,OFF,ON,75.53
Floor,3,34.45,35.04,Yes,Day,ON,OFF,OFF,55.34
Office,62,28.84,65.22,No,Day,ON,ON,OFF,57.19
Office,21,21.7,79.13,No,Day,ON,OFF,OFF,43.1
Office,56,31.49,54.38,No,Night,ON,OFF,ON,51.96
Corridor,92,34.74,36.76,No,Night,ON,ON,OFF,52.84
Corridor,53,22.23,46.02,No,Day,ON,ON,ON,53.09
Meeting Hall,3,31.98,50.52,No,Day,ON,ON,OFF,56.12
Office,64,34.61,36.87,No,Day,ON,OFF,OFF,52.59
Corridor,47,21.75,46.6,No,Day,ON,ON,ON,56.21
Floor,22,21.99,69.94,Yes,Day,ON,ON,ON,61.96
Floor,22,30.19,45.86,No,Day,OFF,ON,ON,64.86
Office,5,34.16,79.93,No,Day,ON,ON,ON,54.15
Meeting Hall,68,29.82,44.54,Yes,Day,OFF,ON,OFF,55.43
Meeting Hall,63,26.58,34.96,Yes,Night,OFF,ON,OFF,42.2
Floor,86,19.79,69.41,No,Day,OFF,ON,ON,70.89
Meeting Hall,70,33.71,36.05,Yes,Day,ON,ON,ON,73.18
Office,4,19.17,32.38,No,Day,ON,OFF,ON,44.03
Floor,32,21.6,49.8,No,Day,OFF,OFF,ON,55.47
Corridor,25,25.66,75.08,No,Night,ON,ON,OFF,39.44
Corridor,58,26.51,58.52,No,Day,ON,OFF,ON,50.2
Meeting Hall,84,18.94,75.89,No,Day,ON,ON,ON,76.52
Floor,33,19.4,73.67,No,Day,OFF,ON,OFF,51.16
Floor,25,20.13,33.8,Yes,Day,ON,ON,OFF,58.93
Corridor,73,18.67,32.79,No,Day,ON,ON,ON,57.73
Floor,65,34.62,44.89,Yes,Day,OFF,ON,OFF,57.38
Floor,19,22.05,74.16,Yes,Night,ON,ON,ON,55.01
Floor,13,32.95,55.25,No,Day,OFF,ON,OFF,56.96
Meeting Hall,70,31.33,77.9,Yes,Day,ON,ON,ON,68.35
Floor,73,30.0,44.93,No,Day,OFF,ON,ON,68.92
Office,94,29.18,52.32,Yes,Night,ON,OFF,OFF,51.63
Meeting Hall,7,26.48,31.3,Yes,Night,OFF,ON,ON,37.15
Floor,57,27.59,73.68,Yes,Night,OFF,OFF,ON,56.96
Floor,0,33.14,38.0,Yes,Night,OFF,ON,ON,46.53
Office,92,31.22,79.33,No,Night,OFF,ON,ON,51.01
Meeting Hall,30,21.92,45.22,No,Day,ON,OFF,ON,54.42
Corridor,7,19.77,77.26,No,Night,OFF,OFF,ON,26.95
Corridor,79,22.99,63.52,No,Night,ON,ON,ON,53.92
Meeting Hall,82,20.25,58.75,Yes,Day,OFF,ON,ON,60.5
Floor,89,34.23,36.01,No,Day,OFF,ON,OFF,67.52
Floor,59,24.51,35.21,Yes,Night,ON,OFF,ON,62.16
Corridor,61,20.94,43.29,No,Night,ON,ON,OFF,42.17
Corridor,9,28.58,47.88,No,Night,ON,OFF,ON,37.43
Corridor,17,24.77,60.85,No,Night,OFF,OFF,OFF,21.68
Office,65,21.71,38.39,No,Night,ON,ON,ON,50.69
Corridor,100,18.98,64.63,No,Day,ON,OFF,ON,59.09
Office,92,19.57,32.8,No,Day,OFF,OFF,OFF,48.09
Meeting Hall,65,27.58,73.26,No,Day,OFF,ON,ON,71.36
Floor,51,30.76,73.85,No,Day,OFF,ON,ON,70.28
Corridor,66,33.74,74.81,No,Day,OFF,OFF,ON,52.09
Floor,87,27.95,51.23,No,Day,OFF,ON,ON,73.1
Floor,8,29.1,36.51,No,Day,OFF,OFF,OFF,45.23
Corridor,47,22.11,55.48,Yes,Night,ON,ON,OFF,41.0
Corridor,59,22.66,67.92,No,Day,OFF,ON,ON,48.52
Meeting Hall,77,25.1,43.45,No,Night,OFF,OFF,ON,47.82
Office,51,32.77,63.35,No,Night,OFF,ON,ON,53.36
Office,42,25.4,30.94,Yes,Day,OFF,ON,ON,49.33
Floor,74,22.07,70.63,No,Day,ON,OFF,ON,77.23
Corridor,49,33.63,40.88,No,Night,ON,OFF,OFF,40.27
Meeting Hall,87,24.99,75.62,No,Night,OFF,ON,ON,56.13
Meeting Hall,13,19.35,57.12,No,Day,ON,OFF,OFF,43.9
Meeting Hall,17,27.27,48.77,No,Day,ON,ON,ON,67.12
Meeting Hall,99,28.65,66.86,Yes,Day,ON,OFF,OFF,61.96
Meeting Hall,76,34.24,45.65,Yes,Day,ON,ON,ON,70.79
Office,33,31.71,65.75,No,Day,OFF,ON,ON,52.77
Office,82,19.72,45.63,No,Day,ON,OFF,OFF,53.11
Office,40,26.7,72.36,Yes,Day,ON,OFF,ON,47.74
Corridor,74,25.38,79.06,No,Night,ON,OFF,ON,54.16
Floor,48,24.69,62.89,No,Day,ON,ON,ON,80.38
Meeting Hall,89,20.38,56.9,No,Night,OFF,OFF,ON,49.49
Corridor,68,24.38,52.99,No,Night,ON,ON,ON,51.37
Meeting Hall,84,25.99,76.46,Yes,Night,ON,ON,ON,67.99
Office,8,21.72,51.89,No,Day,ON,OFF,ON,48.31
Corridor,47,27.79,70.5,No,Day,OFF,ON,ON,45.53
Office,11,21.76,30.19,No,Night,OFF,ON,OFF,32.74
Meeting Hall,64,20.06,74.62,No,Night,OFF,OFF,OFF,38.87
Meeting Hall,13,34.73,49.34,No,Day,ON,OFF,ON,62.05
Floor,63,29.7,43.93,No,Day,ON,OFF,OFF,65.6
Meeting Hall,25,28.11,37.54,No,Night,OFF,ON,OFF,42.38
Office,6,23.57,33.58,No,Day,ON,ON,ON,46.63
Meeting Hall,54,21.54,74.11,No,Day,ON,ON,ON,65.82
Floor,58,20.24,46.58,Yes,Night,ON,ON,OFF,54.67
Floor,79,19.06,78.62,No,Day,ON,ON,OFF,67.85
Office,78,29.9,51.05,Yes,Day,ON,ON,OFF,54.96
Corridor,55,22.7,77.39,No,Night,ON,ON,ON,50.53
Meeting Hall,67,23.41,62.91,No,Day,ON,ON,OFF,60.34
Floor,29,20.74,37.7,Yes,Day,ON,OFF,ON,54.82
Meeting Hall,22,19.99,45.3,No,Day,OFF,ON,OFF,42.75
Meeting Hall,85,26.41,77.05,No,Day,ON,OFF,OFF,72.63
Corridor,78,30.37,51.46,No,Night,ON,ON,ON,59.57
Floor,16,34.85,32.81,No,Day,ON,ON,ON,75.12
Meeting Hall,1,23.77,47.01,No,Day,ON,ON,ON,56.58
Floor,71,29.29,73.81,No,Day,ON,ON,ON,82.88
Office,69,19.97,79.88,Yes,Day,OFF,ON,ON,48.41
Office,38,27.45,31.48,Yes,Day,OFF,OFF,OFF,33.24
Meeting Hall,91,26.81,53.55,Yes,Day,ON,ON,OFF,62.93
Floor,47,18.54,42.3,No,Day,ON,OFF,OFF,61.77
Meeting Hall,4,26.21,79.08,No,Day,ON,OFF,ON,52.6
Floor,20,26.42,49.2,No,Day,OFF,ON,ON,57.78
Floor,49,24.32,76.68,No,Night,OFF,ON,ON,52.71
Corridor,19,27.75,60.53,Yes,Day,ON,OFF,OFF,38.4
Corridor,97,18.77,74.59,No,Day,ON,OFF,OFF,50.76
Corridor,70,32.36,77.46,Yes,Day,ON,OFF,OFF,52.6
Meeting Hall,93,26.85,35.24,No,Night,ON,OFF,OFF,59.09
Corridor,93,18.55,40.09,No,Day,OFF,ON,ON,50.31
Corridor,78,34.72,43.27,Yes,Night,ON,ON,ON,51.01
Office,90,24.49,56.76,No,Day,ON,OFF,OFF,58.97
Floor,72,34.77,42.06,Yes,Night,ON,ON,OFF,71.24
Floor,26,21.07,76.69,No,Day,ON,ON,ON,72.06
Corridor,1,18.51,39.04,Yes,Night,ON,OFF,ON,30.5
Floor,99,30.13,38.55,No,Night,OFF,ON,ON,68.05
Office,90,34.07,37.58,Yes,Day,ON,ON,ON,68.97
Office,46,19.32,51.8,No,Day,ON,OFF,ON,47.48
Corridor,39,30.5,32.26,No,Day,OFF,ON,ON,43.22
Office,88,19.18,64.0,No,Day,ON,OFF,ON,64.41
Floor,35,31.5,42.43,No,Night,ON,OFF,ON,60.46
Meeting Hall,70,27.88,76.67,No,Day,ON,ON,OFF,67.79
Floor,12,31.29,38.99,No,Day,OFF,ON,ON,59.85
Meeting Hall,100,24.32,33.94,Yes,Day,ON,OFF,ON,62.79
Corridor,83,33.39,50.12,Yes,Day,OFF,ON,ON,55.12
Meeting Hall,21,23.15,42.26,No,Night,ON,ON,ON,56.83
Office,17,22.81,73.45,No,Night,ON,OFF,ON,48.63
Floor,74,34.33,56.02,No,Day,OFF,OFF,ON,73.04
Meeting Hall,5,20.09,53.84,Yes,Night,ON,ON,ON,45.88
Floor,67,28.07,68.91,No,Night,OFF,ON,ON,64.7
Corridor,66,27.76,62.63,Yes,Day,ON,OFF,ON,55.83
Corridor,51,22.02,30.48,No,Night,ON,OFF,ON,44.56
Office,69,23.39,64.27,No,Day,OFF,ON,OFF,54.35
Corridor,78,22.87,65.62,Yes,Day,ON,OFF,OFF,50.48
Meeting Hall,2,32.38,38.72,No,Day,ON,ON,ON,63.17
Corridor,16,24.62,65.47,Yes,Night,ON,ON,OFF,33.59
Office,93,24.1,79.69,No,Day,ON,ON,ON,63.16
Floor,85,28.82,44.7,No,Day,ON,ON,ON,75.47
Floor,65,26.42,31.93,No,Day,OFF,OFF,ON,61.63
Corridor,56,25.24,72.52,No,Day,OFF,ON,OFF,46.41
Meeting Hall,79,30.06,40.25,Yes,Night,OFF,OFF,ON,51.58
Office,21,25.01,68.92,No,Day,OFF,ON,ON,44.84
Meeting Hall,10,21.78,50.35,No,Day,ON,ON,ON,59.03
Office,35,30.61,75.19,No,Day,ON,ON,ON,62.76
Corridor,52,19.15,77.1,Yes,Day,ON,ON,OFF,51.18
Office,75,34.99,49.8,No,Day,OFF,ON,OFF,52.3
Office,39,28.14,79.04,No,Day,ON,ON,ON,58.06
Corridor,34,21.68,31.39,No,Day,ON,OFF,OFF,42.27
Meeting Hall,42,21.37,58.45,No,Day,ON,OFF,OFF,55.21
Corridor,44,22.65,66.94,No,Day,ON,OFF,ON,51.55
Office,40,32.95,51.39,No,Day,ON,OFF,ON,58.74
Corridor,63,32.05,62.94,No,Night,ON,OFF,ON,57.99
Office,14,20.46,45.37,Yes,Day,OFF,ON,ON,36.43
Corridor,43,28.2,33.87,No,Night,ON,OFF,OFF,38.33
Floor,41,33.49,71.75,No,Day,OFF,ON,ON,67.09
Floor,58,30.46,44.82,No,Day,ON,OFF,ON,71.49
Corridor,84,27.99,39.78,No,Day,OFF,OFF,ON,48.48
Meeting Hall,3,21.55,39.99,No,Day,ON,ON,ON,59.59
Office,70,34.04,71.13,Yes,Day,OFF,OFF,ON,51.35
Floor,28,33.16,33.29,No,Night,ON,ON,ON,65.4
Meeting Hall,40,23.46,54.89,No,Day,OFF,ON,ON,57.26
Office,5,26.46,39.72,No,Day,OFF,ON,ON,40.35
Floor,38,19.39,62.59,No,Day,ON,ON,ON,74.27
Floor,80,28.73,69.95,No,Night,ON,OFF,ON,74.57
Corridor,99,18.92,58.08,Yes,Night,ON,ON,ON,49.69
Office,65,33.4,60.74,No,Day,ON,OFF,ON,66.45
Meeting Hall,80,32.97,61.17,No,Day,ON,OFF,ON,74.13
Meeting Hall,92,22.78,58.65,No,Day,OFF,ON,ON,64.13
Meeting Hall,26,30.61,40.95,No,Night,ON,ON,OFF,51.98
Office,6,25.47,62.68,Yes,Night,OFF,ON,OFF,25.14
Meeting Hall,10,32.37,68.71,Yes,Night,OFF,OFF,ON,34.38
Meeting Hall,89,19.04,71.21,No,Day,OFF,OFF,ON,58.1
Meeting Hall,31,26.6,33.97,No,Day,ON,ON,ON,62.08
Corridor,86,24.76,49.89,No,Night,ON,ON,OFF,46.28
Corridor,50,22.43,48.46,No,Night,ON,ON,ON,47.64
Office,39,21.56,76.17,No,Night,ON,ON,OFF,44.14
Office,6,29.5,62.97,No,Day,ON,OFF,ON,58.41
Meeting Hall,0,21.43,53.64,Yes,Day,OFF,OFF,OFF,26.77
Corridor,24,28.75,77.98,No,Day,OFF,ON,OFF,38.25
Floor,94,24.63,38.04,No,Night,ON,OFF,OFF,64.22
Floor,5,22.12,48.08,Yes,Day,ON,ON,ON,57.64
Meeting Hall,91,31.32,61.45,No,Day,ON,ON,OFF,77.61
Meeting Hall,94,24.19,55.51,No,Day,OFF,OFF,ON,67.02
Corridor,99,18.25,59.53,No,Day,OFF,ON,ON,51.69
Corridor,15,32.47,68.08,Yes,Day,ON,ON,ON,53.71
Corridor,14,23.35,64.8,No,Day,ON,ON,OFF,45.66
Office,21,31.98,62.86,Yes,Day,ON,ON,OFF,49.4
Office,17,27.29,65.77,Yes,Night,ON,ON,ON,44.01
Meeting Hall,49,32.98,69.08,No,Night,ON,OFF,OFF,58.17
Office,71,25.11,40.52,No,Day,OFF,ON,ON,56.76
Corridor,9,20.88,64.41,No,Night,ON,ON,ON,41.91
Corridor,100,18.31,63.22,No,Day,OFF,ON,ON,49.67
Office,48,31.24,65.25,No,Night,ON,ON,ON,58.67
Floor,69,31.25,42.22,No,Night,OFF,ON,ON,69.68
Meeting Hall,9,21.33,44.06,No,Day,OFF,OFF,OFF,37.19
Floor,38,34.24,68.55,No,Day,ON,OFF,ON,72.49
Meeting Hall,57,34.13,48.9,No,Day,OFF,ON,ON,65.68
Floor,70,24.21,76.15,No,Night,ON,OFF,ON,72.06
Office,41,20.51,35.69,Yes,Day,ON,ON,OFF,43.68
Meeting Hall,44,22.83,38.62,No,Day,ON,ON,OFF,59.61
Meeting Hall,98,33.8,39.27,No,Day,ON,OFF,OFF,73.11
Meeting Hall,27,28.36,44.27,No,Night,ON,OFF,ON,49.44
Corridor,88,33.54,75.03,No,Night,OFF,ON,ON,55.59
Corridor,91,18.39,48.83,Yes,Day,ON,ON,ON,57.08
Floor,72,34.85,53.07,No,Night,ON,ON,ON,78.4
Office,4,28.68,51.14,No,Night,OFF,ON,ON,35.59
Corridor,56,21.16,70.34,Yes,Night,OFF,ON,ON,37.27
Meeting Hall,79,26.62,48.82,No,Day,ON,OFF,OFF,65.53
Corridor,28,31.94,71.62,No,Day,ON,ON,OFF,52.06
Office,54,20.4,54.1,No,Day,ON,ON,ON,57.8
Corridor,22,28.35,42.17,No,Day,ON,ON,ON,50.71
Meeting Hall,56,29.79,51.54,No,Day,OFF,OFF,ON,60.49
Floor,17,25.02,49.83,No,Day,ON,ON,ON,66.57
Meeting Hall,25,27.21,42.08,No,Day,ON,ON,OFF,54.23
Office,4,32.23,36.12,No,Day,OFF,ON,ON,39.08
Floor,7,34.18,72.07,No,Day,ON,OFF,OFF,64.34
Corridor,18,27.42,55.78,No,Day,ON,ON,ON,51.44
Corridor,100,29.94,42.14,No,Night,OFF,ON,ON,52.6
Corridor,27,23.49,51.31,No,Night,OFF,ON,ON,36.75
Floor,67,23.68,60.29,No,Day,ON,ON,ON,78.09
Meeting Hall,83,33.1,65.99,No,Night,OFF,ON,ON,58.78
Floor,49,19.68,61.01,No,Day,ON,ON,ON,71.41
Floor,85,21.49,41.7,Yes,Night,OFF,ON,ON,54.04
Office,75,22.59,35.52,Yes,Day,OFF,OFF,ON,49.85
Floor,64,19.6,33.69,No,Day,ON,ON,OFF,68.12
Corridor,7,29.35,35.4,No,Day,ON,OFF,ON,43.68
Meeting Hall,59,33.41,47.29,No,Day,ON,ON,ON,75.79
Meeting Hall,57,18.46,47.75,Yes,Day,OFF,OFF,ON,41.86
Meeting Hall,26,22.29,78.91,No,Day,OFF,OFF,ON,52.33
Corridor,84,33.65,31.13,Yes,Day,ON,OFF,ON,57.25
Corridor,32,25.92,61.61,No,Night,OFF,OFF,ON,36.66
Corridor,96,33.06,55.56,No,Day,OFF,ON,OFF,54.53
Corridor,45,34.05,37.28,Yes,Day,OFF,OFF,OFF,29.57
Corridor,36,34.85,77.43,No,Day,OFF,ON,ON,47.22
Floor,68,24.73,70.55,Yes,Night,ON,OFF,ON,64.11
Corridor,14,23.83,41.04,No,Day,ON,ON,ON,48.96
Corridor,93,30.73,44.6,No,Day,OFF,ON,ON,57.51
Corridor,66,28.11,40.0,No,Day,OFF,OFF,OFF,42.14
Corridor,27,29.21,45.42,No,Day,ON,ON,ON,48.05
Meeting Hall,62,27.05,41.4,No,Day,ON,OFF,ON,66.95
Corridor,93,26.74,42.89,No,Day,OFF,OFF,ON,47.97
Floor,99,23.35,55.83,No,Day,OFF,ON,OFF,71.4
Floor,2,28.13,46.88,No,Day,ON,ON,ON,62.03
Floor,51,22.56,54.49,No,Day,ON,ON,OFF,73.17
Office,43,24.05,31.53,No,Day,OFF,OFF,ON,41.69
Meeting Hall,59,28.72,67.07,Yes,Day,OFF,OFF,OFF,45.4
Corridor,57,28.82,76.41,Yes,Night,OFF,OFF,ON,40.88
Office,94,27.81,79.82,No,Day,OFF,OFF,OFF,53.19
Corridor,13,29.47,40.03,Yes,Night,ON,ON,OFF,37.52
Office,5,25.0,49.2,Yes,Day,OFF,ON,ON,36.98
Office,18,28.1,78.68,Yes,Day,OFF,ON,ON,43.46
Floor,61,19.62,40.61,No,Night,ON,ON,ON,69.14
Floor,4,26.22,56.97,No,Day,OFF,ON,ON,56.13
Office,48,27.96,69.96,No,Day,OFF,ON,ON,57.21
Floor,50,25.18,31.42,Yes,Day,OFF,OFF,OFF,46.63
Office,25,18.29,35.25,No,Day,ON,ON,OFF,44.44
Meeting Hall,55,29.92,39.83,No,Night,ON,ON,ON,66.82
Floor,17,25.74,52.78,No,Day,ON,ON,ON,63.66
Floor,100,20.65,30.76,No,Day,ON,OFF,ON,76.42
Floor,44,34.53,51.56,No,Night,ON,ON,ON,65.63
Meeting Hall,99,34.02,38.08,No,Night,ON,ON,ON,72.53
Office,94,20.7,72.49,Yes,Night,ON,OFF,OFF,46.58
Corridor,81,30.02,54.32,Yes,Day,OFF,ON,OFF,42.68
Floor,8,26.8,33.56,Yes,Night,ON,ON,OFF,49.56
Office,89,22.92,53.14,No,Night,ON,OFF,ON,52.84
Meeting Hall,1,29.63,54.01,Yes,Night,ON,ON,ON,49.97
Corridor,95,25.61,44.98,No,Night,ON,ON,ON,60.24
Floor,41,33.27,48.39,Yes,Night,OFF,ON,ON,57.9
Meeting Hall,69,29.96,78.53,No,Day,ON,ON,ON,74.4
Meeting Hall,83,26.63,42.36,No,Day,ON,ON,ON,71.38
Corridor,71,25.68,63.83,No,Night,ON,ON,ON,51.55
Office,67,18.54,63.05,No,Day,ON,OFF,ON,57.47
Floor,88,20.73,51.12,Yes,Day,ON,ON,ON,71.96
Floor,30,18.77,76.61,No,Day,ON,ON,ON,73.23
Office,18,19.08,68.48,Yes,Night,ON,ON,ON,40.94
Office,70,19.14,31.05,No,Day,ON,OFF,OFF,45.6
Office,46,18.24,54.28,No,Day,OFF,OFF,ON,40.46
Corridor,36,31.45,35.7,Yes,Day,ON,ON,ON,54.11
Corridor,93,26.14,44.34,Yes,Day,ON,ON,OFF,58.98
Floor,90,30.74,41.94,No,Day,ON,ON,ON,86.18
Corridor,80,20.85,67.78,No,Day,OFF,ON,OFF,42.31
Meeting Hall,95,32.3,42.46,No,Night,ON,ON,ON,75.86
Floor,18,19.6,79.64,No,Night,ON,ON,ON,59.97
Corridor,88,23.48,36.42,No,Night,OFF,ON,ON,50.1
Office,92,24.3,50.58,Yes,Day,ON,ON,ON,65.45
Meeting Hall,24,22.01,54.47,No,Day,ON,ON,OFF,55.68
Office,52,20.33,51.64,Yes,Day,ON,ON,ON,54.06
Floor,95,28.68,34.67,No,Day,OFF,ON,OFF,70.35
Office,100,18.14,41.29,No,Day,ON,OFF,ON,66.0
Corridor,74,31.46,56.04,Yes,Night,ON,OFF,OFF,42.62
Corridor,3,18.72,69.99,No,Day,OFF,OFF,ON,34.43
Floor,45,34.39,64.42,No,Day,ON,ON,ON,79.23
Office,30,32.76,57.22,No,Night,ON,ON,ON,54.27
Floor,35,25.05,78.88,Yes,Day,ON,OFF,ON,69.18
Office,3,20.43,68.05,Yes,Night,ON,ON,ON,36.54
Meeting Hall,1,32.8,73.33,No,Night,ON,ON,OFF,53.14
Corridor,38,28.95,30.64,No,Day,OFF,ON,ON,47.49
Floor,96,26.58,40.81,No,Day,ON,ON,ON,86.34
Meeting Hall,43,23.43,65.99,Yes,Night,ON,OFF,ON,54.33
Meeting Hall,90,27.54,43.92,No,Day,ON,OFF,ON,73.41
Floor,89,25.06,47.7,No,Day,ON,OFF,ON,80.92
Floor,18,25.91,59.54,No,Night,ON,OFF,ON,63.01
Meeting Hall,40,32.37,57.13,No,Day,ON,ON,ON,70.37
Office,96,34.19,41.04,No,Day,ON,ON,ON,62.22
Meeting Hall,37,34.37,73.93,No,Day,ON,ON,ON,68.64
Floor,73,33.43,61.39,No,Night,OFF,ON,OFF,64.21
Meeting Hall,64,31.64,64.27,No,Day,ON,ON,ON,72.53
Office,34,25.71,71.43,No,Day,ON,ON,ON,55.1
Corridor,10,19.5,35.12,No,Day,ON,ON,OFF,36.98
Corridor,58,28.72,53.7,No,Day,ON,OFF,ON,58.61
Meeting Hall,77,24.83,34.32,Yes,Night,ON,ON,ON,57.09
Office,69,29.68,33.67,Yes,Night,OFF,ON,ON,45.38
Corridor,42,21.75,66.06,Yes,Day,ON,ON,OFF,43.71
Meeting Hall,88,31.0,69.49,Yes,Day,ON,OFF,ON,73.52
Meeting Hall,86,20.9,32.62,Yes,Day,OFF,OFF,ON,55.29
Office,4,31.75,72.12,No,Day,ON,ON,ON,56.0
Floor,25,33.5,44.06,No,Day,OFF,OFF,ON,58.25
Meeting Hall,81,33.31,62.75,No,Day,OFF,ON,OFF,61.79
